Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
2012BP123,2102-09-19.25,169.27,5.91e+01,2.848,-1.01981,3.81e+05,2.2e-10,4.85e-02,-11.10,0
2012BP123,2103-09-13.04,86.62,4.64e+01,1.847,-2.44274,4.38e+05,2.2e-10,5.20e-02,-11.10,0
2012BP123,2103-09-13.46,100.41,5.51e+01,1.804,-2.17105,7.93e+05,2.1e-10,5.13e-02,-11.10,0
2012BP123,2103-09-13.94,100.05,4.61e+01,2.148,-2.11120,1.02e+05,1.1e-09,5.11e-02,-10.40,0
2012BP123,2103-09-24.41,188.84,7.09e+01,2.648,-0.61887,1.13e+06,1.5e-10,4.77e-02,-11.30,0
2012BP123,2104-09-12.63,94.69,4.88e+01,1.922,-2.24154,3.75e+05,3.4e-10,5.15e-02,-10.90,0
2012BP123,2104-09-24.64,187.39,1.31e+02,1.421,-0.54591,7.13e+04,1.7e-08,4.75e-02,-9.27,0
2012BP123,2105-01-12.76,179.06,7.53e+01,2.363,-0.57836,1.90e+05,1.8e-09,4.77e-02,-10.20,0
2012BP123,2105-09-18.34,148.13,4.78e+01,3.075,-1.49843,2.72e+05,1.0e-10,4.96e-02,-11.50,0
2012BP123,2105-09-18.36,146.43,5.25e+01,2.770,-1.48587,6.59e+04,9.8e-10,4.95e-02,-10.50,0
2012BP123,2105-09-18.47,147.71,6.04e+01,2.427,-1.47388,8.15e+04,1.7e-09,4.95e-02,-10.20,0
2012BP123,2105-09-19.03,152.48,5.11e+01,2.965,-1.35448,3.72e+05,1.2e-10,4.93e-02,-11.40,0
2012BP123,2105-09-19.04,152.22,4.95e+01,3.053,-1.35696,3.12e+05,1.1e-10,4.93e-02,-11.40,0
2012BP123,2105-09-27.82,199.29,6.87e+01,2.885,-0.19433,1.77e+05,6.0e-10,4.70e-02,-10.70,0
2012BP123,2106-09-16.86,174.16,5.44e+01,3.181,-1.27482,1.97e+05,1.2e-10,4.91e-02,-11.40,0
2012BP123,2106-09-16.92,175.16,5.56e+01,3.133,-1.26389,8.98e+04,3.1e-10,4.91e-02,-11.00,0
2012BP123,2106-09-17.23,165.50,5.07e+01,3.248,-1.22993,2.87e+04,7.7e-10,4.90e-02,-10.60,0
2012BP123,2106-09-17.26,166.11,5.09e+01,3.246,-1.23286,1.00e+05,2.2e-10,4.90e-02,-11.10,0
2012BP123,2106-09-17.59,159.51,5.43e+01,2.921,-1.19573,3.92e+05,1.5e-10,4.90e-02,-11.30,0
2012BP123,2106-09-17.67,159.85,5.60e+01,2.838,-1.18390,6.73e+04,1.1e-09,4.89e-02,-10.40,0
2012BP123,2107-09-11.78,89.09,4.61e+01,1.912,-2.53014,5.66e+05,1.2e-10,5.22e-02,-11.40,0
2012BP123,2107-09-17.21,132.72,5.28e+01,2.495,-1.62593,3.44e+05,3.1e-10,4.99e-02,-11.00,0
2012BP123,2107-09-17.37,134.26,4.96e+01,2.688,-1.60950,4.02e+05,1.8e-10,4.99e-02,-11.20,0
2012BP123,2107-09-17.50,139.12,5.16e+01,2.675,-1.62033,3.71e+05,1.9e-10,4.99e-02,-11.20,0
2012BP123,2107-09-18.20,140.12,5.82e+01,2.391,-1.54983,1.06e+05,1.3e-09,4.98e-02,-10.40,0
2012BP123,2107-09-18.23,140.37,5.06e+01,2.757,-1.54767,1.25e+05,5.1e-10,4.98e-02,-10.80,0
2012BP123,2109-09-13.35,100.00,4.59e+01,2.157,-2.10979,3.45e+05,3.2e-10,5.12e-02,-11.00,0
2012BP123,2110-09-25.19,197.62,8.15e+01,2.412,-0.54263,2.66e+05,1.1e-09,4.75e-02,-10.50,0
2012BP123,2110-09-25.34,198.37,7.72e+01,2.557,-0.54233,2.28e+05,9.0e-10,4.75e-02,-10.60,0
2012BP123,2111-09-09.52,60.70,4.96e+01,1.203,-2.84063,1.16e+05,7.3e-10,5.30e-02,-10.60,0
2012BP123,2111-09-18.69,146.13,5.04e+01,2.879,-1.48379,2.67e+05,1.9e-10,4.96e-02,-11.20,0
2012BP123,2111-09-18.77,146.98,6.02e+01,2.426,-1.47574,3.07e+05,4.6e-10,4.96e-02,-10.80,0
2012BP123,2112-09-16.33,171.62,5.24e+01,3.253,-1.26668,1.18e+05,1.7e-10,4.91e-02,-11.30,0
2012BP123,2112-09-16.64,164.68,5.02e+01,3.261,-1.22823,1.81e+05,1.2e-10,4.90e-02,-11.40,0
2012BP123,2112-09-25.48,199.03,8.03e+01,2.465,-0.42577,1.90e+06,1.4e-10,4.72e-02,-11.40,0
2012BP123,2113-01-13.65,174.36,5.28e+01,3.281,-0.43941,1.37e+05,2.7e-10,4.74e-02,-11.10,0
2012BP123,2113-09-13.25,97.21,4.92e+01,1.957,-2.18151,2.75e+05,4.8e-10,5.13e-02,-10.80,0
2012BP123,2113-09-16.58,134.19,5.55e+01,2.399,-1.62551,8.73e+05,1.5e-10,4.99e-02,-11.30,0
2012BP123,2113-09-16.69,135.59,5.20e+01,2.589,-1.62522,3.42e+05,2.5e-10,4.99e-02,-11.10,0
2012BP123,2113-09-16.73,139.07,5.14e+01,2.687,-1.62460,3.96e+05,1.7e-10,4.99e-02,-11.30,0
2012BP123,2113-09-16.74,142.42,5.03e+01,2.811,-1.62232,2.43e+05,2.0e-10,4.99e-02,-11.20,0
2012BP123,2113-09-18.48,154.79,5.29e+01,2.907,-1.43845,3.65e+05,1.3e-10,4.95e-02,-11.40,0
2012BP123,2113-09-18.50,154.89,5.34e+01,2.882,-1.43509,2.64e+05,1.9e-10,4.95e-02,-11.20,0
1991VG,2101-11-21.73,0.68,1.05e-04,0.000,2.06959,9.98e+03,6.9e-06,7.29e-03,-7.29,0
2014WE6,2104-11-07.36,0.81,2.81e-04,0.000,-0.18355,1.69e+04,2.7e-05,5.93e-04,-7.57,0
2014WE6,2105-11-06.86,0.66,8.30e-04,0.000,-0.08340,2.55e+04,2.3e-05,5.92e-04,-7.65,0
2014WE6,2105-11-07.21,0.61,9.62e-03,0.000,-0.18169,1.04e+06,6.0e-07,5.93e-04,-9.24,0
2014WE6,2106-11-06.71,0.73,&lt;1.e-04,0.000,-0.08183,1.14e+06,5.0e-07,5.93e-04,-9.33,0
2014WE6,2109-11-07.04,0.18,4.55e-03,0.000,3.65648,5.28e+04,1.9e-08,5.97e-04,-10.80,0
2004VM24,2078-11-13.12,0.90,1.67e-03,0.000,-3.08504,5.13e+04,5.8e-08,7.09e-01,-7.64,0
2004VM24,2084-11-12.68,0.08,3.47e-04,0.000,-3.13184,1.28e+05,4.6e-08,7.10e-01,-7.78,0
2004VM24,2090-11-13.25,0.06,1.77e-03,0.000,-3.17062,1.60e+05,3.2e-08,7.11e-01,-7.97,0
2007CS5,2107-06-08.06,0.64,4.35e+00,0.000,3.14651,6.19e+04,1.3e-08,1.92e+00,-8.11,0
2007CS5,2109-07-22.58,0.34,2.36e-02,0.000,-1.93234,1.78e+06,6.9e-08,1.83e+00,-7.41,0
2006DO62,2036-02-22.23,1.42,2.79e-01,1.486,2.11341,3.49e+05,7.2e-09,4.19e-02,-9.06,0
2006DO62,2052-02-22.90,0.46,4.60e-01,0.000,1.52860,1.45e+06,1.2e-07,2.71e-02,-8.21,0
2006DO62,2053-02-22.00,0.60,2.52e-01,0.000,0.58269,6.93e+05,7.1e-07,1.51e-02,-7.67,0
2006DO62,2059-02-21.37,0.86,8.44e-02,0.000,0.59320,2.93e+06,1.1e-07,1.55e-02,-8.54,0
2006DO62,2059-02-22.88,1.49,3.15e-01,1.552,2.09050,2.73e+06,8.8e-10,4.06e-02,-10.30,0
2006DO62,2065-02-20.62,0.97,4.16e-02,0.000,0.60330,3.13e+06,4.8e-08,1.57e-02,-8.94,0
2006DO62,2068-02-21.59,0.97,1.19e-01,0.000,0.60727,3.80e+06,4.2e-08,1.57e-02,-9.02,0
2006DO62,2070-02-23.06,1.38,1.50e-01,2.510,0.54351,4.30e+06,2.6e-10,1.46e-02,-11.30,0
2006DO62,2072-02-15.99,1.86,6.59e-01,1.313,1.50130,3.71e+05,4.1e-08,3.00e-02,-8.84,0
2006DO62,2072-02-16.03,1.94,3.30e-01,2.839,1.50108,2.05e+05,1.1e-09,3.00e-02,-10.40,0
2006DO62,2072-02-16.12,2.39,1.04e+00,1.328,1.50035,5.86e+05,2.9e-08,2.99e-02,-9.00,0
2006DO62,2076-02-23.09,0.39,1.75e-01,0.000,0.56129,6.00e+06,1.0e-07,1.49e-02,-8.72,0
2006DO62,2079-02-22.52,0.01,6.49e-01,0.000,0.56748,1.02e+06,5.0e-07,1.50e-02,-8.05,0
2006DO62,2079-02-22.56,1.39,1.78e-01,2.185,0.56977,1.50e+07,2.0e-10,1.50e-02,-11.40,0
2007BB,2076-01-17.17,0.01,8.29e-02,0.000,-1.49658,1.24e+05,2.1e-06,1.83e-02,-7.34,0
2005JT1,2087-05-21.12,0.07,5.11e-02,0.000,-3.56585,9.78e+05,1.4e-09,3.85e-01,-9.53,0
2005JT1,2114-05-21.50,0.32,8.55e-02,0.000,0.34670,2.44e+06,2.9e-07,3.82e-01,-7.35,0
2014WA,2049-11-16.15,0.90,3.29e-03,0.000,3.33979,1.06e+03,1.3e-06,1.64e-02,-7.35,0
2014HJ197,2036-04-18.85,2.92,2.14e+00,0.898,2.31719,4.43e+05,1.4e-08,8.39e-04,-10.10,0
2014HJ197,2037-04-18.75,1.62,2.08e+00,0.296,2.06882,9.67e+05,2.1e-08,8.21e-04,-9.97,0
2014HJ197,2038-04-18.33,3.58,1.63e+00,1.579,1.84511,7.77e+05,7.6e-09,8.02e-04,-10.40,0
2014HJ197,2039-04-12.45,29.54,8.21e+00,3.476,1.34627,3.21e+04,1.2e-09,7.67e-04,-11.30,0
2014HJ197,2040-04-16.98,4.62,1.47e+00,2.462,1.34125,1.19e+06,1.3e-09,7.67e-04,-11.30,0
2014HJ197,2041-11-04.04,7.94,2.87e+00,2.420,-3.88171,2.47e+03,8.8e-10,6.01e-04,-11.50,0
2014HJ197,2042-04-15.89,22.25,1.11e+01,1.914,0.81077,1.41e+03,3.1e-06,7.33e-04,-7.93,0
2014HJ197,2042-04-19.93,0.93,2.54e+00,0.000,1.10314,2.15e+05,4.6e-07,7.51e-04,-8.75,0
2014HJ197,2042-04-19.99,5.49,1.40e+00,3.215,1.10062,1.28e+05,1.4e-09,7.51e-04,-11.30,0
2014HJ197,2043-03-30.86,20.81,1.22e+01,1.631,-3.82522,1.47e+03,4.2e-09,6.01e-04,-10.90,0
2014HJ197,2043-04-19.75,0.20,1.62e+00,0.000,0.85588,5.64e+05,3.6e-07,7.37e-04,-8.88,0
2014HJ197,2043-10-26.84,0.29,5.16e+00,0.000,-3.21292,2.43e+03,2.2e-07,6.06e-04,-9.16,0
2014HJ197,2043-10-27.54,2.49,3.50e+00,0.426,-3.55524,5.26e+04,3.7e-09,6.03e-04,-10.90,0
2014HJ197,2044-04-18.59,0.15,1.33e+00,0.000,0.61130,6.64e+05,4.4e-07,7.22e-04,-8.82,0
2014HJ197,2044-10-22.69,5.90,7.51e+00,0.653,-2.74958,2.11e+03,5.2e-07,6.11e-04,-8.80,0
2014HJ197,2044-10-23.88,1.59,4.88e+00,0.121,-3.19541,5.25e+04,1.1e-08,6.06e-04,-10.50,0
2014HJ197,2045-04-13.99,23.46,5.95e+00,3.774,-0.01356,2.19e+03,1.7e-08,6.91e-04,-10.30,0
2014HJ197,2045-04-14.60,22.14,4.51e+00,4.692,0.02383,3.21e+03,2.3e-10,6.92e-04,-12.10,0
2014HJ197,2045-04-18.47,0.43,1.21e+00,0.000,0.35651,8.42e+05,4.0e-07,7.09e-04,-8.87,0
2014HJ197,2045-10-21.38,6.96,7.29e+00,0.818,-2.72626,4.66e+04,2.2e-08,6.11e-04,-10.20,0
2014HJ197,2046-04-10.34,14.26,4.56e+00,2.907,-3.17327,2.14e+04,2.6e-10,6.06e-04,-12.10,0
2014HJ197,2046-04-18.26,0.21,1.14e+00,0.000,0.08438,9.37e+05,4.2e-07,6.96e-04,-8.88,0
2014HJ197,2046-04-18.42,0.08,1.23e+00,0.000,0.35646,2.48e+07,1.4e-08,7.09e-04,-10.30,0
2014HJ197,2047-04-09.45,19.56,7.59e+00,2.445,-2.65784,6.06e+03,1.2e-08,6.12e-04,-10.50,0
2014HJ197,2047-04-18.09,0.62,1.05e+00,0.000,-0.21174,9.67e+05,3.8e-07,6.82e-04,-8.94,0
2014HJ197,2048-04-07.48,19.86,9.07e+00,2.080,-2.66315,4.94e+04,2.9e-09,6.12e-04,-11.10,0
2014HJ197,2048-04-13.59,11.46,3.60e+00,2.907,-2.70485,3.85e+04,6.3e-10,6.11e-04,-11.80,0
2014HJ197,2049-04-12.77,11.54,3.66e+00,2.883,-2.70686,2.48e+05,1.0e-10,6.12e-04,-12.60,0
2014HJ197,2050-04-20.37,1.66,1.46e+00,0.452,-0.56713,1.98e+05,7.8e-07,6.67e-04,-8.67,0
2014HJ197,2052-04-19.51,1.50,2.31e+00,0.215,-1.03270,1.39e+05,7.3e-07,6.50e-04,-8.73,0
2014HJ197,2053-04-19.50,0.56,2.48e+00,0.000,-1.03152,2.80e+05,4.0e-07,6.51e-04,-9.00,0
2014HJ197,2053-04-19.88,7.49,2.01e+00,3.222,-1.02188,1.51e+05,1.4e-09,6.51e-04,-11.50,0
2014HJ197,2056-04-19.53,0.07,2.68e+00,0.000,2.52150,5.16e+05,1.5e-08,8.58e-04,-10.40,0
2014HJ197,2058-04-19.58,0.31,2.33e+00,0.000,2.24032,1.06e+06,1.6e-08,8.33e-04,-10.40,0
2014HJ197,2059-04-18.56,18.24,1.44e+01,1.196,4.20859,1.59e+04,1.4e-10,1.04e-03,-12.40,0
2014HJ197,2060-04-15.75,20.86,8.76e+00,2.268,1.04464,4.75e+05,4.1e-09,7.47e-04,-11.00,0
2014HJ197,2060-04-15.99,20.19,5.96e+00,3.219,1.05753,5.87e+05,2.7e-10,7.48e-04,-12.20,0
2014HJ197,2061-04-15.23,24.60,9.03e+00,2.614,1.49925,6.79e+04,6.5e-09,7.77e-04,-10.80,0
2014HJ197,2061-10-23.15,1.11,2.64e+00,0.043,-0.00139,3.57e+05,4.8e-07,6.91e-04,-9.00,0
2014HJ197,2061-10-23.30,0.52,2.05e+01,0.000,0.01572,4.08e+05,6.0e-08,6.92e-04,-9.90,0
2014HJ197,2062-04-19.36,13.10,4.24e+00,2.853,1.82164,1.05e+06,1.9e-10,8.01e-04,-12.30,0
2014HJ197,2062-04-19.69,0.79,2.47e+00,0.000,1.50103,1.45e+07,4.2e-09,7.78e-04,-11.00,0
2014HJ197,2062-10-22.01,4.67,4.26e+00,0.862,-0.00624,1.48e+06,4.4e-08,6.92e-04,-10.00,0
2014HJ197,2062-10-22.24,4.06,1.64e+01,0.187,0.01901,1.89e+06,1.6e-08,6.93e-04,-10.50,0
2014HJ197,2063-10-20.98,9.34,6.11e+00,1.364,-0.00811,2.34e+06,1.1e-08,6.91e-04,-10.70,0
2014HJ197,2063-10-23.74,4.87,6.78e+00,0.570,-0.35172,5.19e+05,1.0e-07,6.76e-04,-9.69,0
2014HJ197,2064-04-19.07,3.64,1.09e+01,0.241,2.31559,1.71e+05,1.7e-08,8.40e-04,-10.40,0
2014HJ197,2064-10-19.07,14.12,7.19e+00,1.824,-0.00937,3.02e+06,3.4e-09,6.91e-04,-11.20,0
2014HJ197,2064-10-19.71,13.67,1.15e+01,1.104,-0.51547,2.02e+06,9.3e-09,6.69e-04,-10.70,0
2014HJ197,2064-10-22.03,9.07,1.14e+01,0.708,-0.28043,1.05e+06,2.9e-08,6.79e-04,-10.20,0
2014HJ197,2064-10-26.30,5.48,1.46e+01,0.308,-0.62437,2.47e+06,1.1e-08,6.66e-04,-10.70,0
2014HJ197,2065-04-13.72,23.14,8.62e+00,2.569,-0.00735,2.00e+06,8.0e-10,6.92e-04,-11.80,0
2014HJ197,2065-10-20.51,14.08,4.15e+00,3.151,-0.33772,4.17e+05,9.3e-10,6.77e-04,-11.70,0
2014HJ197,2065-10-20.90,13.25,1.12e+01,1.096,-0.28365,7.34e+05,2.9e-08,6.80e-04,-10.30,0
2014HJ197,2065-10-24.23,0.42,3.98e+00,0.000,-3.24190,3.06e+05,2.1e-09,6.05e-04,-11.40,0
2014HJ197,2065-10-24.78,0.99,1.28e+01,0.000,-0.62558,2.50e+06,1.3e-08,6.66e-04,-10.60,0
2014HJ197,2066-04-09.06,34.28,1.06e+01,3.137,0.09420,1.27e+05,2.0e-09,6.96e-04,-11.40,0
2014HJ197,2066-04-13.83,0.46,1.45e+01,0.000,-2.45005,9.44e+05,1.8e-09,6.15e-04,-11.50,0
2014HJ197,2066-04-13.87,5.11,5.76e+00,0.715,-2.45893,7.52e+05,3.8e-09,6.15e-04,-11.20,0
2014HJ197,2066-10-06.51,65.28,3.58e+01,1.797,3.19773,4.85e+04,3.2e-10,9.23e-04,-12.10,0
2014HJ197,2066-10-06.55,65.15,3.54e+01,1.811,3.19859,4.62e+04,3.3e-10,9.23e-04,-12.10,0
2014HJ197,2066-10-17.35,21.09,1.04e+01,1.930,-0.51916,1.14e+06,4.8e-09,6.70e-04,-11.10,0
2014HJ197,2066-10-19.93,16.36,1.17e+01,1.309,-0.28833,4.28e+05,3.6e-08,6.79e-04,-10.20,0
2014HJ197,2067-04-06.48,23.82,8.39e+00,2.721,-2.47140,1.74e+05,2.9e-10,6.15e-04,-12.30,0
2014HJ197,2067-04-13.27,24.07,6.61e+00,3.489,-0.34130,4.59e+05,2.1e-10,6.77e-04,-12.40,0
2014HJ197,2067-04-21.76,3.92,1.19e+01,0.245,2.06717,8.05e+05,5.8e-09,8.20e-04,-10.90,0
2014HJ197,2067-04-21.77,2.93,1.45e+01,0.133,2.06686,7.40e+05,5.4e-09,8.20e-04,-10.90,0
2014HJ197,2067-10-16.23,24.26,1.09e+01,2.133,-0.52235,5.91e+05,5.7e-09,6.69e-04,-11.00,0
2014HJ197,2067-10-19.01,19.31,2.03e+01,0.904,-0.29977,8.14e+04,1.8e-07,6.78e-04,-9.47,0
2014HJ197,2067-10-22.70,9.09,1.13e+01,0.714,-0.62826,1.77e+06,1.5e-08,6.65e-04,-10.60,0
2014HJ197,2067-10-24.02,2.88,2.70e+00,0.697,-2.79735,1.16e+05,1.8e-08,6.10e-04,-10.50,0
2014HJ197,2068-03-30.63,56.20,2.32e+01,2.381,-1.00650,5.74e+05,1.2e-09,6.51e-04,-11.70,0
2014HJ197,2068-04-08.01,34.63,1.36e+01,2.474,-0.20672,6.63e+05,2.1e-09,6.83e-04,-11.40,0
2014HJ197,2068-04-10.34,29.10,1.27e+01,2.213,-0.19072,4.24e+05,6.6e-09,6.83e-04,-10.90,0
2014HJ197,2068-04-12.78,23.62,7.43e+00,3.045,-0.33420,3.47e+05,1.2e-09,6.77e-04,-11.70,0
2014HJ197,2068-04-14.83,22.95,2.62e+01,0.837,0.80550,1.58e+06,5.9e-09,7.34e-04,-10.90,0
2014HJ197,2068-04-17.12,13.02,9.04e+00,1.330,-0.28386,4.63e+06,4.1e-09,6.79e-04,-11.10,0
2014HJ197,2068-10-19.41,14.46,2.37e+01,0.567,-0.89425,9.01e+04,1.3e-07,6.56e-04,-9.64,0
2014HJ197,2068-10-27.19,2.75,4.00e+01,0.044,-2.84557,2.93e+04,7.3e-09,6.09e-04,-10.90,0
2014HJ197,2068-10-31.33,9.97,4.15e+00,2.163,-2.49745,1.56e+05,2.0e-09,6.15e-04,-11.50,0
2014HJ197,2069-04-02.17,55.44,2.72e+01,2.002,-0.29936,2.21e+06,9.9e-10,6.78e-04,-11.70,0
2014HJ197,2069-04-12.82,23.07,7.66e+00,2.882,-0.36815,3.40e+06,2.0e-10,6.75e-04,-12.50,0
2014HJ197,2069-04-13.52,22.39,1.06e+01,2.010,-0.32523,1.93e+05,2.5e-08,6.77e-04,-10.30,0
2014HJ197,2069-04-14.11,21.16,6.96e+00,2.896,-0.29015,2.37e+05,2.9e-09,6.78e-04,-11.30,0
2014HJ197,2069-04-15.90,16.77,1.09e+01,1.444,-0.28890,8.20e+05,1.6e-08,6.78e-04,-10.50,0
2014HJ197,2069-04-19.03,0.31,2.84e+00,0.000,1.22978,5.20e+06,1.6e-08,7.59e-04,-10.50,0
2014HJ197,2069-04-19.50,2.44,1.16e+00,1.241,1.84263,3.45e+05,3.3e-08,8.02e-04,-10.20,0
2014HJ197,2069-04-19.56,5.38,4.44e+00,0.986,1.84104,2.51e+05,4.0e-08,8.02e-04,-10.10,0
2014HJ197,2069-10-18.28,17.56,1.84e+01,0.901,-0.91338,1.32e+05,8.6e-08,6.55e-04,-9.83,0
2014HJ197,2069-10-19.91,14.95,1.05e+01,1.324,-0.63207,9.81e+05,1.4e-08,6.65e-04,-10.60,0
2014HJ197,2069-10-27.34,2.43,7.12e+00,0.201,-2.87530,5.63e+04,1.9e-08,6.09e-04,-10.50,0
2014HJ197,2069-10-30.14,7.08,5.00e+00,1.216,-2.50921,1.24e+05,1.3e-08,6.15e-04,-10.70,0
2014HJ197,2070-04-01.90,45.05,2.34e+01,1.887,-0.89352,1.22e+06,1.8e-09,6.55e-04,-11.50,0
2014HJ197,2070-04-08.13,33.42,1.07e+01,3.032,-0.53610,1.19e+05,2.6e-09,6.68e-04,-11.30,0
2014HJ197,2070-04-10.35,26.76,3.29e+01,0.782,-0.87864,6.02e+04,1.2e-07,6.56e-04,-9.68,0
2014HJ197,2070-04-10.69,27.59,2.31e+01,1.152,0.36016,2.52e+05,3.9e-08,7.09e-04,-10.10,0
2014HJ197,2070-04-11.07,26.98,1.16e+01,2.244,-0.52289,5.70e+05,4.4e-09,6.69e-04,-11.10,0
2014HJ197,2070-04-16.01,19.44,1.32e+01,1.397,0.81017,2.34e+06,3.9e-09,7.34e-04,-11.10,0
2014HJ197,2070-04-19.22,0.29,2.82e+00,0.000,0.92675,1.89e+06,6.0e-08,7.41e-04,-9.95,0
2014HJ197,2070-10-09.84,41.10,1.11e+01,3.629,0.11105,2.88e+05,1.6e-10,6.96e-04,-12.60,0
2014HJ197,2070-10-17.16,20.38,1.79e+01,1.080,-0.93071,1.14e+05,8.3e-08,6.54e-04,-9.85,0
2014HJ197,2070-10-18.34,18.58,4.59e+00,3.826,-0.79239,1.37e+05,1.8e-10,6.59e-04,-12.50,0
2014HJ197,2070-10-19.17,17.22,1.04e+01,1.556,-0.63493,6.87e+05,1.5e-08,6.65e-04,-10.60,0
2014HJ197,2070-10-26.10,1.16,2.31e+00,0.069,-3.29731,4.63e+04,1.7e-08,6.05e-04,-10.60,0
2014HJ197,2070-10-26.83,1.36,1.50e+00,0.241,-2.89800,5.74e+04,5.6e-08,6.09e-04,-10.00,0
2014HJ197,2070-10-27.26,3.49,2.05e+00,1.214,-3.66198,4.10e+04,1.8e-09,6.03e-04,-11.50,0
2014HJ197,2070-10-29.07,4.78,6.79e+00,0.556,-2.52329,9.56e+04,2.5e-08,6.15e-04,-10.40,0
2014HJ197,2071-04-10.32,27.32,1.49e+01,1.769,-0.90356,1.02e+05,4.1e-08,6.55e-04,-10.20,0
2014HJ197,2071-04-11.52,25.37,1.05e+01,2.311,-0.82927,1.37e+05,1.4e-08,6.58e-04,-10.60,0
2014HJ197,2071-04-14.37,18.79,2.22e+01,0.800,-0.89583,5.27e+05,2.0e-08,6.55e-04,-10.50,0
2014HJ197,2071-04-18.75,9.62,4.75e+00,1.814,1.57244,1.06e+06,3.8e-09,7.82e-04,-11.10,0
2014HJ197,2071-04-19.50,0.37,2.99e+00,0.000,1.57642,1.26e+06,3.8e-08,7.82e-04,-10.10,0
2014HJ197,2071-10-26.27,1.02,2.57e+00,0.007,-3.32294,3.48e+04,2.0e-08,6.04e-04,-10.50,0
2014HJ197,2071-10-26.31,0.23,9.40e-01,0.000,-2.92128,5.02e+04,1.3e-07,6.08e-04,-9.70,0
2014HJ197,2071-10-28.22,2.86,1.07e+01,0.174,-2.54101,6.75e+04,2.6e-08,6.14e-04,-10.40,0
2014HJ197,2072-03-29.36,53.66,2.89e+01,1.821,-0.93026,2.10e+06,9.5e-10,6.54e-04,-11.80,0
2014HJ197,2072-04-09.55,27.20,9.24e+00,2.836,-0.91892,9.62e+04,4.9e-09,6.54e-04,-11.10,0
2014HJ197,2072-04-11.55,23.87,1.30e+01,1.758,-0.80921,8.27e+04,6.2e-08,6.58e-04,-9.99,0
2014HJ197,2072-04-11.92,22.35,1.67e+01,1.277,-0.91509,3.04e+05,2.6e-08,6.54e-04,-10.40,0
2014HJ197,2072-04-13.84,29.58,1.71e+01,1.670,2.75875,5.10e+04,2.8e-09,8.79e-04,-11.20,0
2014HJ197,2072-04-13.90,29.50,2.16e+01,1.321,2.75782,4.53e+04,4.4e-09,8.79e-04,-11.00,0
2014HJ197,2072-04-17.81,0.32,2.48e+00,0.000,0.98542,1.51e+07,8.0e-09,7.44e-04,-10.80,0
2014HJ197,2072-04-18.23,0.21,2.66e+00,0.000,0.68481,3.31e+06,4.4e-08,7.27e-04,-10.10,0
2014HJ197,2072-10-16.82,21.33,1.13e+01,1.797,-0.64635,1.99e+05,3.1e-08,6.64e-04,-10.30,0
2014HJ197,2072-10-20.37,16.12,7.91e+00,1.912,1.06441,3.83e+05,1.2e-08,7.48e-04,-10.70,0
2014HJ197,2072-10-20.43,15.53,7.82e+00,1.859,1.06510,4.89e+05,1.0e-08,7.48e-04,-10.70,0
2014HJ197,2072-10-24.98,0.56,2.25e+00,0.000,-2.94745,4.17e+04,6.5e-08,6.08e-04,-10.00,0
2014HJ197,2072-10-25.31,0.90,2.75e+00,0.000,-3.35314,2.99e+04,2.0e-08,6.04e-04,-10.50,0
2014HJ197,2072-10-26.72,1.75,2.52e+01,0.030,-2.56606,3.97e+04,1.8e-08,6.14e-04,-10.50,0
2014HJ197,2073-03-30.40,57.20,2.19e+01,2.565,-0.76768,2.15e+06,2.6e-10,6.59e-04,-12.40,0
2014HJ197,2073-04-08.65,34.42,1.03e+01,3.231,0.11174,7.00e+05,2.7e-10,6.97e-04,-12.30,0
2014HJ197,2073-10-10.31,37.76,3.01e+01,1.223,-0.16719,3.86e+04,1.9e-07,6.84e-04,-9.49,0
2014HJ197,2073-10-10.58,37.21,1.47e+01,2.458,-0.16043,3.13e+04,4.4e-08,6.84e-04,-10.10,0
2014HJ197,2073-10-19.10,21.82,6.91e+00,3.015,1.06307,6.29e+05,4.5e-10,7.49e-04,-12.10,0
2014HJ197,2073-10-24.70,1.33,2.94e+00,0.113,-2.97778,3.43e+04,5.2e-08,6.08e-04,-10.10,0
2014HJ197,2074-10-19.88,14.18,1.28e+01,1.033,-1.10921,9.02e+05,1.3e-08,6.49e-04,-10.70,0
2014HJ197,2074-10-24.55,1.80,3.22e+00,0.247,-3.01182,2.98e+04,4.7e-08,6.07e-04,-10.20,0
2014HJ197,2074-10-24.80,0.15,2.57e+00,0.000,-3.41058,3.47e+04,1.6e-08,6.04e-04,-10.60,0
2014HJ197,2075-04-18.52,13.49,4.49e+00,2.781,1.09465,1.85e+05,3.8e-09,7.51e-04,-11.20,0
2014HJ197,2075-10-12.43,33.37,2.27e+01,1.427,-0.55466,1.68e+06,3.8e-09,6.68e-04,-11.20,0
2014HJ197,2075-10-24.51,0.06,2.35e+00,0.000,-3.43164,4.15e+04,1.4e-08,6.04e-04,-10.70,0
2014HJ197,2075-10-24.52,1.93,3.20e+00,0.290,-3.04614,2.97e+04,4.2e-08,6.07e-04,-10.20,0
2014HJ197,2076-04-17.59,11.26,8.98e+00,1.143,-0.64697,2.64e+06,7.8e-09,6.65e-04,-10.90,0
2014HJ197,2076-04-19.66,10.32,3.76e+00,2.482,2.81205,8.53e+04,7.2e-10,8.83e-04,-11.90,0
